title,authors,arxiv_id
Stagewise Training Accelerates Convergence of Testing Error Over SGD,Zhuoning Yuan;Yan Yan;Jing Rong;Tianbao Yang,
Learning Robust Options by Conditional Value at Risk Optimization,Takuya Hiraoka;Takahisa Imagawa;Tatsuya Mori;Takashi Onishi;Yoshimasa Tsuruoka,http://arxiv.org/abs/1905.09191v3
On Learning Over-parameterized Neural Networks: A Functional Approximation Prospective,Lili Su;Pengkun Yang,
Drill-down: Interactive Retrieval of Complex Scenes using Natural Language Queries,Fuwen Tan;Paola Cascante-Bonilla;Xiaoxiao Guo;Hui Wu;Song Feng;Vicente Ordonez,
On the Optimality of Perturbations in Stochastic and Adversarial Multi-armed Bandit Problems,Baekjin Kim;Ambuj Tewari,
Knowledge Extraction with No Observable Data,Jaemin Yoo;Minyong Cho;Taebum Kim;U Kang,
PAC-Bayes under potentially heavy tails,Matthew Holland,
One-Shot Object Detection with Co-Attention and Co-Excitation,Ting-I Hsieh;Yi-Chen Lo;Hwann-Tzong Chen;Tyng-Luh Liu,
Glyce: Glyph-vectors for Chinese Character Representations,Yuxian Meng;Wei Wu;Fei Wang;Xiaoya Li;Ping Nie;Fan Yin;Muyu Li;Qinghong  Han;Xiaofei Sun;Jiwei Li,
Classification-by-Components: Probabilistic Modeling of Reasoning over a Set of Components,Sascha Saralajew;Lars Holdijk;Maike Rees;Ebubekir Asan;Thomas Villmann,
Identifying Causal Effects via Context-specific Independence Relations,Santtu Tikka;Antti Hyttinen;Juha Karvanen,
Regret Minimization for Reinforcement Learning by Evaluating the Optimal Bias Function,Zihan Zhang;Xiangyang Ji,
A Linearly Convergent Proximal Gradient Algorithm for Decentralized  Optimization,Sulaiman Alghunaim;Kun Yuan;Ali H Sayed,
Epsilon-Best-Arm Identification in Pay-Per-Reward Multi-Armed Bandits,Sivan Sabato,
Addressing Failure Detection by Learning Model Confidence,Charles Corbière;Nicolas THOME;Avner Bar-Hen;Matthieu Cord;Patrick Pérez,
Combinatorial Bayesian Optimization using the Graph Cartesian Product,Changyong Oh;Jakub Tomczak;Efstratios Gavves;Max Welling,
Fooling Neural Network Interpretations via Adversarial Model Manipulation,Juyeon Heo;Sunghwan Joo;Taesup Moon,
On Lazy Training in Differentiable Programming,Lénaïc Chizat;Edouard Oyallon;Francis Bach,
Quality Aware Generative Adversarial Networks,Kancharla Parimala;Sumohana Channappayya,
Implicit Regularization for Optimal Sparse Recovery,Tomas Vaskevicius;Varun Kanade;Patrick Rebeschini,
Multi-mapping Image-to-Image Translation via Learning Disentanglement,Xiaoming Yu;Yuanqi Chen;Shan Liu;Thomas Li;Ge Li,
Learning Temporal Pose Estimation from Sparsely-Labeled Videos,Gedas Bertasius;Christoph Feichtenhofer;Du Tran;Jianbo Shi;Lorenzo Torresani,http://arxiv.org/abs/1906.04016v1
Scalable Gromov-Wasserstein Learning for Graph Partitioning and Matching,Hongteng Xu;Dixin Luo;Lawrence Carin,http://arxiv.org/abs/1905.07645v2
Learning Stable Deep Dynamics Models,J. Zico Kolter;Gaurav Manek,
Robust Multi-agent Counterfactual Prediction,Alexander Peysakhovich;Christian Kroer;Adam Lerer,http://arxiv.org/abs/1904.02235v1
Augmented Neural ODEs,Emilien Dupont;Arnaud Doucet;Yee Whye Teh,http://arxiv.org/abs/1904.01681v2
A Necessary and Sufficient Stability Notion for Adaptive Generalization,Moshe Shenfeld;Katrina Ligett,http://arxiv.org/abs/1906.00930v1
Ultrametric Fitting by Gradient Descent,Giovanni Chierchia;Benjamin Perret,http://arxiv.org/abs/1905.10566v1
Distinguishing Distributions When Samples Are Strategically Transformed,Hanrui Zhang;Yu Cheng;Vincent Conitzer,
Deep Set Prediction Networks,Yan Zhang;Jonathon Hare;Adam Prugel-Bennett,
DppNet: Approximating Determinantal Point Processes with Deep Networks,Zelda Mariet;Yaniv Ovadia;Jasper Snoek,http://arxiv.org/abs/1901.02051v1
Efficient Communication in Multi-Agent Reinforcement Learning via Variance Based Control,Sai Qian Zhang;Qi  Zhang;Jieyu Lin,
Neural Lyapunov Control,Ya-Chien Chang;Nima Roohi;Sicun Gao,
Self-normalization in Stochastic Neural Networks,Georgios Detorakis;Sourav Dutta; Abhishek Khanna;Matthew Jerry;Suman Datta;Emre Neftci,
Optimal Decision Tree with Noisy Outcomes,Su Jia;viswanath  nagarajan;Fatemeh Navidi;R Ravi,
"Intrinsically Efficient, Stable, and Bounded Off-Policy Evaluation for Reinforcement Learning",Nathan Kallus;Masatoshi Uehara,
Transfusion: Understanding Transfer Learning for Medical Imaging,Maithra Raghu;Chiyuan Zhang;Jon Kleinberg;Samy Bengio,http://arxiv.org/abs/1902.07208v2
Conformalized Quantile Regression,Yaniv Romano;Evan Patterson;Emmanuel Candes,
Implicitly learning to reason in first-order logic,Vaishak Belle;Brendan Juba,http://arxiv.org/abs/1906.10106v1
Regularized Weighted Low Rank Approximation,Frank Ban;David Woodruff;Richard Zhang,
PC-Fairness: A Unified Framework for Measuring Causality-based Fairness,Yongkai Wu;Lu Zhang;Xintao Wu;Hanghang Tong,
Assessing Disparate Impact of Personalized Interventions: Identifiability and Bounds,Nathan Kallus;Angela Zhou,
Exact inference in structured prediction,Kevin Bello;Jean Honorio,
Universal Boosting Variational Inference,Trevor Campbell;Xinglong Li,http://arxiv.org/abs/1906.01235v1
Thompson Sampling with Information Relaxation Penalties,Seungki Min;Costis Maglaras;Ciamac C Moallemi,
Dance to Music,Hsin-Ying Lee;Xiaodong Yang;Ming-Yu Liu;Ting-Chun Wang;Yu-Ding Lu;Ming-Hsuan Yang;Jan Kautz,
"Deconstructing Lottery Tickets: Zeros, Signs, and the Supermask",Hattie Zhou;Janice Lan;Rosanne Liu;Jason Yosinski,http://arxiv.org/abs/1905.01067v2
Predicting the Politics of an Image Using Webly Supervised Data,Christopher Thomas;Adriana Kovashka,
Semantically-Regularized Logic Graph Embeddings,Xie Yaqi;Ziwei Xu;Kuldeep S Meel;Mohan Kankanhalli;Harold Soh,
Asymptotics for Sketching in Least Squares Regression,Edgar Dobriban;Sifan Liu,
MCP: Learning Composable Hierarchical Control with Multiplicative Compositional Policies,Xue Bin Peng;Michael Chang;Grace Zhang;Pieter Abbeel;Sergey Levine,
Coda: An End-to-End Neural Program Decompiler,Cheng Fu;Huili Chen;Haolan Liu;Xinyun Chen;Yuandong Tian;Farinaz Koushanfar;Jishen Zhao,
"Painless Stochastic Gradient: Interpolation, Line-Search, and Convergence Rates",Sharan Vaswani;Aaron Mishkin;Issam Laradji;Mark Schmidt;Gauthier Gidel;Simon Lacoste-Julien,
Efficiently Estimating Erdos-Renyi Graphs with Node Differential Privacy,Jonathan Ullman;Adam Sealfon,http://arxiv.org/abs/1905.10477v1
Learning Representations for Time Series Clustering,Qianli Ma;Jiawei Zheng;Sen Li;Gary W Cottrell,
A Normative Theory for Causal Inference and Bayes Factor Computation in Neural Circuits,Wenhao Zhang;Si Wu;Brent Doiron;Tai Sing Lee,
Revisiting the Bethe-Hessian: Improved Community Detection in Sparse Heterogeneous Graphs,Lorenzo Dall'Amico;Romain Couillet;Nicolas Tremblay,
Learning Latent Process from High-Dimensional Event Sequences via Efficient Sampling,Qitian Wu;Zixuan Zhang;Xiaofeng Gao;Junchi Yan;Guihai Chen,
Cross-sectional Learning of Extremal Dependence among Financial Assets,Xing Yan;Qi Wu;Wen Zhang,http://arxiv.org/abs/1905.13425v1
Exact Rate-Distortion in Autoencoders via Echo Noise,Rob Brekelmans;Daniel Moyer;Aram Galstyan;Greg Ver Steeg,http://arxiv.org/abs/1904.07199v2
MetaQuant: Learning to Quantize by Learning to Penetrate Non-differentiable Quantization,Shangyu Chen;Wenya Wang;Sinno Jialin Pan,
A First-order Algorithmic Framework for Distributionally Robust Logistic Regression,JIAJIN LI;SEN HUANG;Anthony Man-Cho So,
Concomitant Lasso with Repetitions (CLaR): beyond averaging multiple realizations of heteroscedastic noise,Quentin Bertrand;Mathurin Massias;Alexandre Gramfort;Joseph Salmon,
Uncoupled Regression from Pairwise Comparison Data,Ritsugen Jo;Junya Honda;Gang Niu;Masashi Sugiyama,
Cross Attention Network for Few-shot Classification,Ruibing Hou;Hong Chang;Bingpeng MA;Shiguang Shan;Xilin Chen,
SCAN: A Scalable Neural Networks Framework Towards Compact and Efficient Models,Linfeng Zhang;Zhanhong Tan;Jiebo Song;Jingwei Chen;Chenglong Bao;Kaisheng Ma,
Teaching Multiple Concepts to a Forgetful Learner,Anette Hunziker;Yuxin Chen;Oisin Mac Aodha;Manuel Gomez Rodriguez;Andreas Krause;Pietro Perona;Yisong Yue;Adish Singla,http://arxiv.org/abs/1805.08322v3
A Prior of a Googol Gaussians: a Tensor Ring Induced Prior for Generative Models,Maxim Kuznetsov;Daniil Polykovskiy;Dmitry Vetrov;Alexander Zhebrak,
q-means: A quantum algorithm for unsupervised machine learning,Iordanis Kerenidis;Jonas Landman;Alessandro Luongo;Anupam Prakash,
Learner-aware Teaching: Inverse Reinforcement Learning with Preferences and Constraints,Sebastian Tschiatschek;Ahana Ghosh;Luis Haug;Rati Devidze;Adish Singla,
Flow-based Image-to-Image Translation with Feature Disentanglement,Ruho Kondo;Keisuke Kawano;Satoshi Koide;Takuro Kutsuna,
Shape and Time Distorsion Loss for Training Deep Time Series Forecasting Models,Vincent LE GUEN;Nicolas THOME,
Curvilinear Distance Metric Learning,Shuo Chen;Lei Luo;Jian Yang;Chen Gong;Jun Li;Heng Huang,
Modeling Uncertainty by Learning A Hierarchy of Deep Neural Connections,Raanan Yehezkel Rohekar;Yaniv Gurwicz;Shami Nisimov;Gal Novik,
Learning Deep Bilinear Transformation for Fine-grained Image Representation,Heliang Zheng;Jianlong Fu;Zheng-Jun Zha;Jiebo Luo,
Pseudo-Extended Markov chain Monte Carlo,Christopher Nemeth;Fredrik Lindsten;Maurizio Filippone;James Hensman,
On Adversarial Mixup Resynthesis,Christopher Beckham;Sina Honari;Alex Lamb;Vikas Verma;Farnoosh Ghadiri;R Devon Hjelm;Yoshua Bengio;Chris Pal,
Understanding and Improving Layer Normalization,Jingjing Xu;Xu Sun;Zhiyuan Zhang;Guangxiang Zhao;Junyang Lin,
U-Time: A Fully Convolutional Network for Time Series Segmentation Applied to Sleep Staging,Mathias Perslev;Michael Jensen;Sune Darkner;Poul Jørgen Jennum;Christian Igel,
Massively scalable Sinkhorn distances via the Nyström method,Jason Altschuler;Francis Bach;Alessandro Rudi;Jonathan Niles-Weed,
Double Quantization for Communication-Efficient Distributed Optimization,Yue Yu;Jiaxiang Wu;Longbo Huang,http://arxiv.org/abs/1805.10111v4
Multi-relational Poincaré Graph Embeddings,Ivana Balazevic;Carl Allen;Timothy Hospedales,
Unsupervised Scalable Representation Learning for Multivariate Time Series,Jean-Yves Franceschi;Aymeric Dieuleveut;Martin Jaggi,
Disentangling Influence: Using disentangled representations to audit model predictions,Charles Marx;Richard Phillips;Sorelle Friedler;Carlos  Scheidegger;Suresh Venkatasubramanian,
Successor Uncertainties: Exploration and Uncertainty in Temporal Difference Learning,David Janz;Jiri Hron;Przemysław Mazur;Katja Hofmann;José Miguel Hernández-Lobato;Sebastian Tschiatschek,
Decentralized Cooperative Stochastic Bandits,David Martínez-Rubio;Varun Kanade;Patrick Rebeschini,
Efficient Deep Approximation of GMMs,Shirin Jalali;Carl Nuzman;Iraj Saniee,
Learning low-dimensional state embeddings and metastable clusters from time series data,Yifan Sun;Yaqi Duan;Hao Gong;Mengdi Wang,
Scalable Bayesian dynamic covariance modeling with variational Wishart and inverse Wishart processes,Creighton Heaukulani;Mark van der Wilk,
Fast Efficient Hyperparameter Tuning for Policy Gradient Methods,Supratik Paul;Vitaly Kurin;Shimon Whiteson,
Making the Cut: A Bandit-based Approach to Tiered Interviewing,Candice Schumann;Zhi Lang;Jeffrey Foster;John Dickerson,
A state-space model for inferring effective connectivity of latent neural dynamics from simultaneous EEG/fMRI,Tao Tu;John Paisley;Stefan Haufe;Paul Sajda,
Game Design for Eliciting Distinguishable Behavior,Fan Yang;Liu Leqi;Yifan Wu;Zachary Lipton;Pradeep Ravikumar;Tom M Mitchell;William Cohen,
Finite-Time Performance Bounds and Adaptive Learning Rate Selection for Two Time-Scale Reinforcement Learning,Harsh Gupta;R. Srikant;Lei Ying,
Scalable Spike Source Localization in Extracellular Recordings using Amortized Variational Inference,Cole Hurwitz;Kai Xu;Akash Srivastava;Alessio Buccino;Matthias Hennig,
The Convergence Rate of Neural Networks for Learned Functions of Different Frequencies,Basri Ronen;David Jacobs;Yoni Kasten;Shira Kritchman,
Blocking Bandits,Soumya Basu;Rajat Sen;Sujay Sanghavi;Sanjay Shakkottai,http://arxiv.org/abs/1907.11975v1
Staying up to Date with Online Content Changes Using Reinforcement Learning for Scheduling,Andrey Kolobov;Yuval Peres;Cheng Lu;Eric J Horvitz,
Prior-Free Dynamic Auctions with Low Regret Buyers,Yuan Deng;Jon Schneider;Balasubramanian Sivan,
Policy Evaluation with Latent Confounders via Optimal Balance,Andrew Bennett;Nathan Kallus,http://arxiv.org/abs/1908.01920v1
"Think Globally, Act Locally: A Deep Neural Network Approach to High-Dimensional Time Series Forecasting",Rajat Sen;Hsiang-Fu Yu;Inderjit S Dhillon,
Hyperbolic Graph Convolutional Neural Networks,Zhitao Ying;Ines Chami;Christopher Ré;Jure Leskovec,
Cost Effective Active Search,Shali Jiang;Roman Garnett;Benjamin Moseley,
Hybrid 8-bit Floating Point (HFP8) Training and Inference for Deep Neural Networks,Xiao Sun;Jungwook Choi;Chia-Yu Chen;Naigang Wang;Swagath Venkataramani;Vijayalakshmi (Viji) Srinivasan;Xiaodong Cui;Wei Zhang;Kailash Gopalakrishnan,
Cold Case: The Lost MNIST Digits,Chhavi Yadav;Leon Bottou,
One ticket to win them all: generalizing lottery ticket initializations across datasets and optimizers,Ari Morcos;Haonan Yu;Michela Paganini;Yuandong Tian,
Breaking the Glass Ceiling for Embedding-Based Classifiers for Large Output Spaces,Chuan Guo;Ali Mousavi;Xiang Wu;Daniel Holtmann-Rice;Satyen Kale;Sashank Reddi;Sanjiv Kumar,
Fair Algorithms for Clustering,Suman Bera;Deeparnab Chakrabarty;Nicolas Flores;Maryam Negahbani,
Learning Mean-Field Games,Xin Guo;Anran Hu;Renyuan Xu;Junzi Zhang,
Deep imitation learning for molecular inverse problems,Eric Jonas,
Visual Concept-Metaconcept Learning,Chi Han;Jiayuan Mao;Chuang Gan;Josh Tenenbaum;Jiajun Wu,
Adaptive Video-to-Video Synthesis via Network Weight Generation,Ting-Chun Wang;Ming-Yu Liu;Andrew Tao;Fitsum Reda;Bryan Catanzaro;Jan Kautz,
Neural Similarity Learning,Weiyang Liu;Zhen Liu;James M Rehg;Le Song,
Deep Multivariate Quantiles for Novelty Detection,Jingjing Wang;Sun Sun;Yaoliang Yu,
Factor Group-Sparse Regularization for Efficient Low-Rank Matrix Recovery,Jicong Fan;Lijun Ding;Yudong Chen;Madeleine Udell,
Mutually Regressive Point Processes,Ifigeneia Apostolopoulou;Scott Linderman;Kyle Miller;Artur Dubrawski,
"E2-Train: Energy-Efficient Deep Network Training with Data-, Model-, and Algorithm-Level Saving",Ziyu Jiang;Yue Wang;Xiaohan Chen;Pengfei Xu;Yang Zhao;Yingyan Lin;Zhangyang Wang,
ANODEV2: A Coupled Neural ODE Framework,Tianjun Zhang;Zhewei Yao;Amir Gholami;Joseph Gonzalez;Kurt Keutzer;Michael W Mahoney;George Biros,
On the Utility of Learning about Humans for Human-AI Coordination,Micah Carroll;Rohin Shah;Mark Ho;Tom Griffiths;Sanjit Seshia;Pieter Abbeel;Anca Dragan,
Optimistic Regret Minimization for Extensive-Form Games via Dilated Distance-Generating Functions,Gabriele Farina;Christian Kroer;Tuomas Sandholm,
On Learning Non-Convergent Non-Persistent Short-Run MCMC Toward Energy-Based Model,Erik Nijkamp;Mitch Hill;Song-Chun Zhu;Ying Nian Wu,
Enhancing the Locality and Breaking the Memory Bottleneck of Transformer on Time Series Forecasting,Shiyang Li;Xiaoyong Jin;Yao Xuan;Xiyou Zhou;Wenhu Chen;Yu-Xiang Wang;Xifeng Yan,
On the Accuracy of Influence Functions for Measuring Group Effects,Pang Wei Koh;Kai-Siang Ang;Hubert Teo;Percy Liang,
Learning Disentangled Representation for Robust Person Re-identification,Chanho Eom;Bumsub Ham,
Balancing Efficiency and Fairness in On-Demand Ridesourcing,Nixie S Lesmana;Xuan Zhang;Xiaohui Bei,
Input Similarity from the Neural Network Perspective,Guillaume Charpiat;Nicolas Girard;Loris Felardos;Yuliya Tarabalka,
Policy Learning for Fairness in Ranking,Ashudeep Singh;Thorsten Joachims,http://arxiv.org/abs/1902.04056v2
Off-Policy Evaluation of Generalization for Deep Q-Learning in Binary Reward Tasks,Alexander Irpan;Kanishka Rao;Konstantinos Bousmalis;Chris Harris;Julian Ibarz;Sergey Levine,
Efficient Probabilistic Inference in the Quest for Physics Beyond the Standard Model,Atilim Gunes Baydin;Lei Shao;Wahid Bhimji;Lukas Heinrich;Saeid Naderiparizi;Andreas Munk;Jialin Liu;Bradley Gram-Hansen;Gilles Louppe;Lawrence Meadows;Philip Torr;Victor Lee;Kyle Cranmer;Mr. Prabhat;Frank Wood,
 Markov Random Fields for Collaborative Filtering,Harald Steck,
On Accelerating Training of Transformer-Based Language Models,Qian Yang;Zhouyuan Huo;Wenlin Wang;Lawrence Carin,
A Meta-MDP Approach to Exploration for Lifelong Reinforcement Learning,Francisco Garcia;Philip Thomas,
Robustness to Adversarial Perturbations in Learning from Incomplete Data,Amir Najafi;Shin-ichi Maeda;Masanori Koyama;Takeru Miyato,http://arxiv.org/abs/1905.13021v1
Co-Generation with GANs using AIS based HMC,Tiantian Fang;Alexander Schwing,
Adaptive Influence Maximization with Myopic Feedback,Binghui Peng;Wei Chen,http://arxiv.org/abs/1905.11663v1
Focused Quantization for Sparse CNNs,Yiren Zhao;Xitong Gao;Daniel Bates;Robert Mullins;Cheng-Zhong Xu,
Quantum Embedding of Knowledge for Reasoning,Dinesh Garg;Shajith Ikbal Mohamed;Santosh Srivastava;Harit Vishwakarma;Hima Karanam;L Venkata Subramaniam,
Scalable inference of topic evolution via models for latent geometric structures,Mikhail Yurochkin;Zhiwei Fan;Aritra Guha;Paraschos Koutris;XuanLong Nguyen,
A Latent Variational Framework for Stochastic Optimization,Philippe Casgrain,http://arxiv.org/abs/1905.01707v4
Connective Cognition Network for Directional Visual Commonsense Reasoning,Aming Wu;Linchao Zhu;Yahong Han;Yi Yang,
Push-pull Feedback Implements Hierarchical Information Retrieval Efficiently,Xiao Liu;Xiaolong Zou;Zilong Ji;Gengshuo Tian;Yuanyuan Mi;Tiejun Huang;K. Y. Michael Wong;Si Wu,
In-Place Near Zero-Cost Memory Protection for DNN,Hui Guan;Lin Ning;Zhen Lin;Xipeng Shen;Huiyang Zhou; Seung-Hwan Lim,
Comparison Against Task Driven Artificial Neural Networks Reveals Functional Properties in Mouse Visual Cortex,Jianghong Shi;Eric Shea-Brown;Michael Buice,
Mining GOLD Samples for Conditional GANs,Sangwoo Mo;Chiheon Kim;Sungwoong  Kim;Minsu Cho;Jinwoo Shin,
AttentionXML: Label Tree-based Attention-Aware Deep Model for High-Performance Extreme Multi-Label Text Classification,Ronghui You;Zihan Zhang;Ziye Wang;Suyang Dai;Hiroshi Mamitsuka;Shanfeng Zhu,
Addressing Sample Complexity in Visual Tasks Using HER and Hallucinatory GANs,Himanshu Sahni;Toby Buckley;Pieter Abbeel;Ilya Kuzovkin,
Doubly-Robust Lasso Bandit,Gi-Soo Kim;Myunghee Cho Paik,http://arxiv.org/abs/1907.11362v1
Progressive Augmentation of GANs,Dan Zhang;Anna Khoreva,http://arxiv.org/abs/1901.10422v2
A Regularized Approach to Sparse Optimal Policy in Reinforcement Learning,Wenhao Yang;Xiang Li;Zhihua Zhang,
Effective End-to-end Unsupervised Outlier Detection via Inlier Priority of Discriminative Network,Siqi Wang;Yijie Zeng;Xinwang Liu;En Zhu;Jianping Yin;Chuanfu Xu;Marius Kloft,
DFNets: Spectral CNNs for Graphs with Feedback-looped Filters,W. O. K. Asiri Suranga Wijesinghe;Qing Wang,
Learning Dynamics of Attention: Human Prior for Interpretable Machine Reasoning,Wonjae Kim;Yoonho Lee,
Comparing Unsupervised Word Translation Methods Step by Step,Mareike Hartmann;Yova  Kementchedjhieva;Anders Søgaard,
Iterative Least Trimmed Squares for Mixed Linear Regression,Yanyao Shen;Sujay Sanghavi,http://arxiv.org/abs/1902.03653v1
Intrinsic dimension of data representations in deep neural networks,Alessio Ansuini;Alessandro Laio;Jakob H Macke;Davide Zoccolan,
Compositional De-Attention Networks,Yi Tay;Anh Tuan Luu;Aston Zhang;Shuohang Wang;Siu Cheung Hui,
Dual Adversarial Semantics-Consistent Network for Generalized Zero-Shot Learning,Jian Ni;Shanghang Zhang;Haiyong Xie,
Deep Model Transferability from Attribution Maps,Jie Song;Yixin Chen;Xinchao Wang;Chengchao Shen;Mingli Song,
Convergence Guarantees for Adaptive Bayesian Quadrature Methods,Motonobu Kanagawa;Philipp Hennig,http://arxiv.org/abs/1905.10271v1
Meta-Surrogate Benchmarking for Hyperparameter Optimization,Aaron Klein;Zhenwen Dai;Frank Hutter;Neil Lawrence;Javier Gonzalez,
Learning to Perform Local Rewriting for Combinatorial Optimization,Xinyun Chen;Yuandong Tian,http://arxiv.org/abs/1810.00337v4
Anti-efficient encoding in emergent communication,Rahma Chaabouni;Eugene Kharitonov;Emmanuel Dupoux;Marco Baroni,http://arxiv.org/abs/1905.12561v3
Singleshot : a scalable Tucker tensor decomposition,Abraham Traore;Maxime Berar;Alain Rakotomamonjy,
Variational Bayesian Optimal Experimental Design,Adam Foster;Martin Jankowiak;Elias Bingham;Paul Horsfall;Yee Whye Teh;Tom Rainforth;Noah Goodman,
On the Statistical Properties of Multilabel Learning,Weiwei Liu,
Bayesian Learning of Sum-Product Networks,Martin Trapp;Robert Peharz;Hong Ge;Franz Pernkopf;Zoubin Ghahramani,
Optimal Sparsity-Sensitive Bounds for  Distributed Mean Estimation,zengfeng Huang;Ziyue Huang;Yilei WANG;Ke Yi,
Variational Bayesian Decision-making for Continuous Utilities,Tomasz Kuśmierczyk;Joseph Sakaya;Arto Klami,http://arxiv.org/abs/1902.00792v2
Single-Model Uncertainties for Deep Learning,Natasa Tagasovska;David Lopez-Paz,
Is Deeper Better only when Shallow is Good?,Eran Malach;Shai Shalev-Shwartz,http://arxiv.org/abs/1903.03488v1
Grid Saliency for Context Explanations of Semantic Segmentation,Lukas Hoyer;Mauricio Munoz;Prateek Katiyar;Anna Khoreva;Volker Fischer,http://arxiv.org/abs/1907.13054v1
First-order methods almost always avoid saddle points: The case of Vanishing step-sizes,Ioannis Panageas;Georgios Piliouras;Xiao Wang,
Oblivious Sampling Algorithms for Private Data Analysis,Olga Ohrimenko;Sajin Sasy,
Semi-supervisedly Co-embedding Attributed Networks,Zai Qiao Meng;Shangsong Liang;Jinyuan Fang;Teng Xiao,
Nonstochastic Multiarmed Bandits with Unrestricted Delays,Tobias Sommer Thune;Nicolò Cesa-Bianchi;Yevgeny Seldin,http://arxiv.org/abs/1906.00670v1
High-dimensional multivariate forecasting with low-rank Gaussian Copula Processes,David Salinas;Michael Bohlke-Schneider;Laurent Callot;Jan Gasthaus;Roberto Medico,
Diffeomorphic Temporal Alignment Networks,Ron A Shapira Weber;Matan Eyal;Nicki Skafte Detlefsen;Oren Shriki;Oren Freifeld,
Weakly Supervised Instance Segmentation using the Bounding Box Tightness Prior,Cheng-Chun Hsu;Kuang-Jui Hsu;Chung-Chi Tsai ;Yen-Yu Lin;Yung-Yu Chuang,
On the Power and Limitations of Random Features for Understanding Neural Networks,Gilad Yehudai;Ohad Shamir,
Gradient Information for Representation and Modeling,Jie Ding;Robert Calderbank;Vahid Tarokh,
Multi-objects Generation with Amortized Structural Regularization,Taufik Xu;Chongxuan LI;Jun Zhu;Bo Zhang,
Neural Shuffle-Exchange Networks - Sequence Processing in O(n log n) Time,Karlis Freivalds;Emīls Ozoliņš;Agris Šostaks,
On the Convergence Rate of Training Recurrent Neural Networks in the Overparameterized Regime,Zeyuan Allen-Zhu;Yuanzhi Li;Zhao Song,
Interval timing in deep reinforcement learning agents,Ben Deverett;Ryan Faulkner;Meire Fortunato;Gregory Wayne;Joel Leibo,
Large Scale Structure of Neural Network Loss Landscapes,Stanislav Fort;Stanislaw Jastrzebski,http://arxiv.org/abs/1906.04724v1
Learning Sparse Distributions using Iterative Hard Thresholding,Yibo Zhang;Rajiv Khanna;Anastasios Kyrillidis;Oluwasanmi Koyejo,
Quantum Wasserstein Generative Adversarial Networks,Shouvanik Chakrabarti;Huang Yiming;Tongyang Li;Soheil Feizi;Xiaodi Wu,
Blow: a single-scale hyperconditioned flow for non-parallel raw-audio voice conversion,Joan Serrà;Santiago Pascual;Carlos Segura Perales,
Hyperparameter Learning via Distributional Transfer,Ho Chung Law;Peilin Zhao;Lucian Chan;Junzhou Huang;Dino Sejdinovic,
Are Anchor Points Really Indispensable in Label-Noise Learning?,Xiaobo Xia;Tongliang Liu;Nannan Wang;Bo Han;Chen Gong;Gang Niu;Masashi Sugiyama,http://arxiv.org/abs/1906.00189v1
Dichotomize and Generalize: PAC-Bayesian Binary Activated Deep Neural Networks,Gaël Letarte;Pascal Germain;Benjamin Guedj;Francois Laviolette,
Interior-point Methods Strike Back: Solving the Wasserstein Barycenter Problem,DongDong Ge;Haoyue Wang;Zikai Xiong;Yinyu  Ye,
Beyond Vector Spaces: Compact Data Representation as Differentiable Weighted Graphs,Denis Mazur;Vage Egiazarian;Stanislav Morozov;Artem Babenko,
On the convergence of single-call stochastic extra-gradient methods,Yu-Guan Hsieh;Franck Iutzeler;Jérôme Malick;Panayotis Mertikopoulos,
Robust Principle Component Analysis with Adaptive Neighbors,Rui Zhang;Hanghang Tong,
High-Quality Self-Supervised Deep Image Denoising,Samuli Laine;Tero Karras;Jaakko Lehtinen;Timo Aila,
Online Prediction of Switching Graph Labelings with Cluster Specialists,Mark Herbster;James Robinson,http://arxiv.org/abs/1806.06439v3
BatchBALD: Efficient and Diverse Batch Acquisition for Deep Bayesian Active Learning,Andreas Kirsch;Joost van Amersfoort;Yarin Gal,
Approximate Bayesian Inference for a Mechanistic Model of Vesicle Release at a Ribbon Synapse,Cornelius Schröder;Ben James ;Leon Lagnado;Philipp Berens,
Strategizing against No-regret Learners,Yuan Deng;Jon Schneider;Balasubramanian Sivan,
Efficient and Thrifty Voting by Any Means Necessary,Debmalya Mandal;Ariel Procaccia;Nisarg Shah;David Woodruff,
Tensor Monte Carlo: Particle Methods for the GPU era,Laurence Aitchison,http://arxiv.org/abs/1806.08593v3
Depth-First Proof-Number Search with Heuristic Edge Cost and Application to Chemical Synthesis Planning,Akihiro Kishimoto;Beat Buesser;Bei Chen;Adi Botea,
"Non-Stationary Markov Decision Processes, a Worst-Case Approach using Model-Based Reinforcement Learning",Erwan Lecarpentier;Emmanuel Rachelson,
Toward a Characterization of Loss Functions for Distribution Learning,Nika Haghtalab;Cameron Musco;Bo Waggoner,http://arxiv.org/abs/1906.02652v2
Coresets for Archetypal Analysis,Sebastian Mair;Ulf Brefeld,
Muti-source Domain Adaptation for Semantic Segmentation,Sicheng Zhao;Bo Li;Xiangyu Yue;Yang Gu;Pengfei Xu;Runbo Hu;Hua Chai;Kurt Keutzer,
Manifold-regression to predict from MEG/EEG brain signals without source modeling,David Sabbagh;Pierre Ablin;Gael Varoquaux;Alexandre Gramfort;Denis A. Engemann,
Normalization Helps Training of Quantized LSTM,Lu Hou;Jinhua Zhu;James Kwok;Fei Gao;Tao Qin;Tie-Yan Liu,
Deep Scale-spaces: Equivariance Over Scale,Daniel Worrall;Max Welling,
